,dbuz_head_rep1,dbuz_head_rep2,dbuz_head_rep3,dkoep_head_rep1,dkoep_head_rep2,dkoep_head_rep3
LOC6583591,3177,2409,2935,2107,2544,2637
LOC6583592,606,530,610,659,910,876
LOC6583593,15,6,13,3,0,0
LOC6583594,0,0,0,1,0,0
LOC6583596,332,245,287,333,403,400
LOC6583599,14347,11664,14329,13705,15829,16708
LOC6583601,4420,3679,4400,3187,3998,4046
LOC6583602,1026,1019,1229,956,1412,1469
LOC6583603,882,756,909,546,663,760
LOC6583619,3974,3327,4355,3491,4284,5393
LOC6583620,7146,5590,7337,7117,9627,9911
LOC6583621,9283,7779,9816,5185,7218,7520
LOC6583622,2104,1601,2103,3258,4372,4269
LOC6583625,3437,2809,3428,3909,5099,5891
LOC6583627,1155,987,1174,854,1154,1148
LOC6583630,93,70,105,96,133,147
LOC6583631,1306,1171,1478,1240,1684,1687
LOC6583632,2631,2112,2623,4061,5284,5681
LOC6583637,6894,5292,6516,10050,12857,14464
LOC6583638,24301,18725,22784,23887,30846,33687
LOC6583639,4553,3638,4523,2820,3539,3366
LOC6583641,2329,1814,2360,1784,2332,2265
LOC6583642,2494,2121,2587,1931,2883,2684
LOC6583646,2,0,4,2,4,4
LOC6583650,1304,909,1295,1538,2243,2320
LOC6583652,3441,2823,3504,2442,3165,3563
LOC6583654,718,584,781,1487,1886,2078
LOC6583655,3619,2837,3524,2456,3817,3946
LOC6583666,0,0,0,0,1,4
LOC6583667,804,637,780,352,422,462
LOC6583669,465,409,559,444,518,567
LOC6583670,3259,2537,3159,2590,3355,3223
LOC6583672,192,204,177,140,199,213
LOC6583674,850,731,918,1201,1722,1747
LOC6583675,1686,1401,1622,1414,1529,1765
LOC6583676,2158,1813,2123,1433,1655,1938
LOC6583677,1597,1254,1630,938,1161,1121
LOC6583678,26,19,28,3,18,12
LOC6583679,7,6,5,2,2,1
LOC6583680,301,212,270,519,643,885
LOC6583681,3165,2619,3036,1813,2140,2690
LOC6583682,3612,3006,3549,2666,3308,3392
LOC6583683,1348,1083,1231,1224,1466,1680
LOC6583684,620,513,583,530,656,770
LOC6583686,1141,916,1145,249,203,442
LOC6583687,416,394,468,913,1183,1263
LOC6583688,3693,3167,3852,8859,10246,13188
LOC6583690,329,229,321,560,648,744
LOC6583696,5539,4519,5218,2890,3156,3530
LOC6583698,1,0,0,4,3,9
LOC6583704,4141,3400,4195,2280,2541,2869
LOC6583705,29483,22506,26697,26523,30901,36019
LOC6583706,2,5,4,81,96,123
LOC6583707,574,466,530,499,616,676
LOC6583709,24179,18671,22048,15061,18959,23485
LOC6583713,1937,1612,2110,902,1112,1545
LOC6583714,4,2,4,1,1,3
LOC6583715,168,141,166,174,180,249
LOC6583716,9124,7538,9114,2491,3303,3636
LOC6583717,873,633,767,658,780,847
LOC6583718,420,323,373,518,588,809
LOC6583719,1273,1151,1314,704,886,910
LOC6583720,666,537,592,535,654,962
LOC6583721,4426,3642,4231,3548,4401,4917
LOC6583722,1629,1308,1719,1324,1611,1945
LOC6583723,21640,18090,22308,29039,38027,40986
LOC6583725,3280,2407,2722,7272,8463,8645
LOC6583729,36,35,39,13,17,18
LOC6583730,2634,1893,2167,1605,1792,3752
LOC6583731,33,21,22,33,26,43
LOC6583734,952,766,918,480,555,659
LOC6583736,1577,1264,1529,1345,1695,1906
LOC6583737,2,0,1,0,0,0
LOC6583739,172,125,172,124,147,159
LOC6583740,527,459,548,283,325,387
LOC6583741,1,9,2,14,22,31
LOC6583743,791,556,734,530,751,771
LOC6583744,1685,1461,1878,1218,1908,1877
LOC6583746,6555,5678,6715,3206,4550,3946
LOC6583747,18730,14928,17396,14683,18229,20596
LOC6583748,3000,2277,2668,2679,3337,3476
LOC6583749,51,35,35,20,22,24
LOC6583750,10,15,15,13,12,9
LOC6583751,211,158,206,202,248,346
LOC6583752,3359,2728,3509,1580,1883,1853
LOC6583753,15643,11952,13565,10618,12272,13817
LOC6583754,1488,1131,1362,1409,1730,2126
LOC6583755,491,366,401,190,203,282
LOC6583756,366,370,429,240,281,309
LOC6583758,1466,1106,1305,885,1118,1300
LOC6583759,1661,1391,1621,1296,1555,1792
LOC6583760,70,38,46,22,20,33
LOC6583761,1867,1510,1874,1523,1845,1979
LOC6583763,381,328,350,187,236,267
LOC6583766,2194,1817,2146,1495,1798,1940
LOC6583769,301,258,319,327,380,475
LOC6583770,1691,1391,1817,1571,1972,2326
LOC6583771,804,610,808,761,1015,1144
LOC6583772,457,384,411,641,904,1032
LOC6583775,1129,940,1152,482,650,700
LOC6583776,1165,885,1032,1268,1231,1880
LOC6583777,28,19,22,25,31,44
LOC6583778,2343,1907,2267,1789,2109,2257
LOC6583780,578,472,594,90,145,177
LOC6583781,212,200,222,66,61,92
LOC6583783,275,251,325,123,172,197
LOC6583785,1368,1124,1364,1078,1433,1539
LOC6583787,2244,1746,2148,944,1030,1110
LOC6583789,624,527,700,354,561,494
LOC6583790,1107,953,1159,1107,1329,1464
LOC6583791,1,0,1,0,0,0
LOC6583792,15936,13153,15673,5879,6544,6393
LOC6583800,2062,1574,1931,1390,1757,1726
LOC6583801,6403,5278,6459,3287,4111,4140
LOC6583803,2661,2195,2569,2278,2846,3206
LOC6583805,24,12,17,1,1,0
LOC6583807,822,647,864,774,1010,1118
LOC6583808,4061,3218,3724,3995,4474,5636
LOC6583809,5116,4116,4589,2512,2839,3544
LOC6583810,2461,2004,2450,1598,2148,2418
LOC6583813,1802,1546,1926,1327,1681,1860
LOC6583815,7853,6907,8425,3036,4024,4760
LOC6583816,2531,2288,2607,1646,2035,2558
LOC6583817,1,4,4,5,7,10
LOC6583818,2,3,2,6,5,8
LOC6583819,0,2,1,2,1,3
LOC6583820,12,13,17,34,46,112
LOC6583821,1344,987,1110,2122,2454,3939
LOC6583823,0,3,3,22,30,42
LOC6583825,15,12,15,16,20,32
LOC6583829,244,220,249,141,176,195
LOC6583830,67,59,77,56,76,99
LOC6583833,28737,20216,22426,22002,19763,42430
LOC6583837,5907,4669,5625,4093,4872,5369
LOC6583838,3807,3210,3938,2605,3229,3123
LOC6583839,750,663,701,328,420,514
LOC6583840,9,6,6,6,4,1
LOC6583841,3176,2779,3378,1285,1339,1420
LOC6583842,5798,4109,5309,6405,5913,9779
LOC6583843,3,2,9,197,174,285
LOC6583845,1100,923,1240,723,887,1060
LOC6583846,11293,9540,11715,7192,8843,8811
LOC6583847,840,525,592,301,371,330
LOC6583848,2978,2530,3122,2204,2881,2839
LOC6583849,1,7,4,0,1,3
LOC6583851,9903,8378,9830,6901,9348,9209
LOC6583853,306,232,287,145,186,220
LOC6583855,325,264,270,452,502,901
LOC6583857,2517,2039,2463,2418,2840,3556
LOC6583862,615,497,627,573,698,656
LOC6583863,6553,5483,6546,5262,6111,7004
LOC6583864,10865,8437,9716,10212,12108,12804
LOC6583865,5143,3938,4805,5123,6103,7526
LOC6583867,839,656,753,431,654,896
LOC6583868,1467,1269,1663,1006,1441,1574
LOC6583869,110,117,129,92,99,139
LOC6583870,840,786,986,980,1394,2393
LOC6583872,1217,957,1049,1050,1053,2164
LOC6583873,2307,1882,2272,1259,1443,1498
LOC6583874,0,0,0,0,0,0
LOC6583875,1030,823,991,744,952,1045
LOC6583876,324,262,333,244,326,362
LOC6583877,659,535,617,548,729,879
LOC6583879,1834,1483,1833,1306,1791,1764
LOC6583880,2453,2117,2733,1682,2032,2097
LOC6583882,1704,1435,1712,1682,2003,2141
LOC6583883,800,690,758,736,971,977
LOC6583886,0,3,0,0,5,0
LOC6583887,82,71,65,52,81,80
LOC6583888,1032,788,961,557,634,615
LOC6583890,7866,6170,7246,4307,4965,5916
LOC6583891,1943,1382,1584,3131,3432,5958
LOC6583894,1482,1195,1654,2043,2596,3974
LOC6583895,1309,1006,1226,914,1233,1264
LOC6583896,156,124,147,61,43,75
LOC6583897,746,585,707,452,539,600
LOC6583898,2198,2010,2308,1308,1395,1841
LOC6583903,906,855,985,1007,1244,1574
LOC6583904,8208,6505,7556,5656,6246,7236
LOC6583905,3265,2633,3157,1800,2060,2159
LOC6583907,1248,1011,1190,1487,1648,1938
LOC6583909,6,4,4,0,3,3
LOC6583910,0,0,1,1,1,1
LOC6583913,515,419,460,438,585,611
LOC6583914,3446,3023,3517,2785,3512,3780
LOC6583915,14558,11984,14874,14070,18771,18865
LOC6583916,20775,15028,17077,16774,14850,28201
LOC6583919,12592,10326,12911,8523,11131,14069
LOC6583920,844,684,851,607,811,1011
LOC6583921,720,540,677,1256,1473,2346
LOC6583922,882,799,967,612,778,714
LOC6583923,6235,5175,5850,4717,5755,6498
LOC6583927,10870,8437,9930,4295,5140,6650
LOC6583929,4792,3643,4242,3822,4558,5046
LOC6583931,2573,2032,2485,982,1255,1373
LOC6583932,3116,2512,3082,2289,3123,2897
LOC6583933,1659,1407,1825,769,929,889
LOC6583934,795,657,909,572,766,701
LOC6583935,1329,1175,1345,890,1188,1175
LOC6583937,2143,1813,2137,1097,1475,1514
LOC6583939,1142,943,1268,1219,1483,1853
LOC6583941,1417,1142,1245,1372,1708,1774
LOC6583942,1064,822,980,1133,1431,1698
LOC6583943,100,72,72,128,122,153
LOC6583944,1309,1217,1549,1083,1352,1222
LOC6583945,4933,4153,5267,3235,3623,3799
LOC6583946,753,585,719,520,644,753
LOC6583947,1662,1243,1639,1227,1498,1672
LOC6583949,15,19,20,36,41,49
LOC6583951,702,704,842,445,711,626
LOC6583952,1526,1346,1477,1667,2142,2139
LOC6583953,742,582,702,513,622,652
LOC6583954,1031,795,1086,796,1163,1196
LOC6583955,663,518,647,545,719,769
LOC6583962,123,124,152,29,41,42
LOC6583963,1818,1499,1763,991,1153,1330
LOC6583966,1679,1370,1602,1544,1724,1851
LOC6583968,1037,863,1154,842,1025,995
LOC6583972,1100,895,1069,895,1130,1064
LOC6583973,1,2,1,2,5,4
LOC6583977,0,0,0,0,0,0
LOC6583978,1,1,3,4,10,3
LOC6583981,209,199,226,168,216,242
LOC6583984,986,809,936,488,634,634
LOC6583985,125,91,131,72,121,127
LOC6583986,195,164,188,58,81,109
LOC6583987,2532,2174,2429,1490,1936,1984
LOC6583988,1493,1222,1530,686,882,1044
LOC6583990,370,341,365,281,349,436
LOC6583991,432,303,365,582,589,926
LOC6583992,2130,1821,2090,1554,1939,2191
LOC6583993,1814,1384,1629,1247,1426,1870
LOC6583994,992,696,835,3545,3941,5242
LOC6583995,860,698,830,489,547,750
LOC6583997,632,567,659,517,610,653
LOC6584009,736,515,635,714,894,1073
LOC6584012,41,50,51,29,32,48
LOC6584017,0,0,1,2,2,4
LOC6584021,234,220,258,151,183,174
LOC6584030,3,0,2,0,0,5
LOC6584031,0,0,0,1,1,0
LOC6584035,2397,1913,2451,1910,2352,2518
LOC6584036,1982,1339,1570,1601,1738,2798
LOC6584039,14832,10447,11575,10848,12554,16188
LOC6584041,1380,1010,1303,1099,1250,1531
LOC6584043,427,366,438,263,281,312
LOC6584044,9,5,14,1,2,1
LOC6584046,1571,1171,1471,1332,1714,1826
LOC6584047,365,340,429,246,302,406
LOC6584048,6093,5021,5765,21622,26113,32060
LOC6584049,271,213,257,655,822,986
LOC6584051,11769,8656,9996,5213,5570,9841
LOC6584055,865,699,840,421,472,761
LOC6584057,298,209,275,327,406,461
LOC6584058,1643,1421,1714,989,1049,1146
LOC6584059,6387,5031,5964,6515,8235,8921
LOC6584060,2414,1948,2285,2735,3610,3823
LOC6584061,492,389,506,753,954,1002
LOC6584063,218,149,141,202,259,370
LOC6584064,3649,3104,3631,2219,2865,2919
LOC6584065,600,536,593,412,583,566
LOC6584066,2605,2276,2919,2464,3258,3451
LOC6584067,530,529,569,344,355,487
LOC6584068,733,604,783,243,367,335
LOC6584070,569,454,578,555,722,876
LOC6584073,868,704,891,974,1091,1159
LOC6584074,1484,1209,1382,1039,1278,1554
LOC6584078,1153,1003,1229,684,994,766
LOC6584080,1738,1430,1763,1422,1857,1806
LOC6584083,653,563,710,417,541,564
LOC6584084,290,274,282,473,734,740
LOC6584086,410,334,408,228,278,287
LOC6584087,547,454,544,273,334,367
LOC6584089,76,59,61,117,139,162
LOC6584090,220,217,242,231,255,379
LOC6584092,3030,2469,3029,1939,2202,2985
LOC6584093,1565,1381,1583,803,910,1084
LOC6584099,129,119,139,13,10,26
LOC6584100,372,321,435,289,474,446
LOC6584101,5404,4351,5284,3059,3533,3635
LOC6584103,385,369,433,140,172,161
LOC6584104,1130,1095,1220,923,1198,1245
LOC6584106,437,348,459,148,180,213
LOC6584107,577,497,637,735,962,1008
LOC6584108,921,744,752,829,925,1068
LOC6584109,2431,2058,2635,1311,1785,1677
LOC6584111,0,0,0,6,1,15
LOC6584112,1743,1789,2313,1804,2375,4169
LOC6584113,12,10,9,4,3,7
LOC6584114,587,521,489,260,318,392
LOC6584117,2051,1768,1944,608,752,1091
LOC6584119,0,3,2,1,1,4
LOC6584120,0,0,0,0,0,0
LOC6584124,0,1,0,0,0,1
LOC6584126,6399,5287,6208,5722,7460,8566
LOC6584128,18328,14414,17082,31617,33056,49874
LOC6584130,0,0,0,4,2,4
LOC6584134,349,306,382,206,234,364
LOC6584136,88,73,85,146,204,212
LOC6584140,0,0,0,3,2,3
LOC6584141,1,3,1,60,56,80
LOC6584142,7950,6586,7770,3886,4554,5199
LOC6584153,421,331,399,342,366,510
LOC6584154,17212,14950,17545,12312,14770,16499
LOC6584155,654,506,553,355,410,677
LOC6584159,396,305,357,132,161,196
LOC6584162,135,113,130,98,147,153
LOC6584163,270,198,220,120,163,187
LOC6584164,676,564,711,566,759,788
LOC6584165,3371,2828,2980,1104,1315,1849
LOC6584167,351,317,339,270,365,472
LOC6584177,142,158,173,32,59,97
LOC6584181,1246,1056,1211,1395,1698,2077
LOC6584182,8,8,2,2,0,0
LOC6584183,596,436,584,571,731,802
LOC6584188,366,316,353,485,583,957
LOC6584191,264,229,231,104,159,176
LOC6584198,2,0,2,1,5,0
LOC6584202,15798,13050,15381,9648,12127,13077
LOC6584203,44411,35344,40819,65797,72606,123921
LOC6584204,3642,2864,3219,2474,2599,3508
LOC6584205,2809,2569,3051,2267,3291,3078
LOC6584206,1613,1346,1583,920,1082,1216
LOC6584215,3803,2993,3725,3335,4169,4435
LOC6584218,1448,1105,1191,1398,1861,1923
LOC6584219,0,0,0,12,23,28
LOC6584220,580,509,610,334,411,486
LOC6584221,4820,4260,5316,2597,3115,3474
LOC6584222,651,543,638,499,608,685
LOC6584223,7,3,4,5,6,7
LOC6584224,1535,1165,1350,1212,1306,1575
LOC6584225,1853,1721,1964,2809,3437,5265
LOC6584228,0,1,4,0,0,1
LOC6584232,0,0,1,0,0,0
LOC6584233,410,298,392,372,519,578
LOC6584234,338,273,318,248,304,415
LOC6584235,160,150,168,240,251,289
LOC6584236,1905,1493,1628,3695,4350,5586
LOC6584237,11066,9111,10512,4733,5463,5912
LOC6584238,15771,12240,14017,28592,36313,41234
LOC6584239,12,18,11,22,34,26
LOC6584242,3855,2999,3103,4803,4873,9423
LOC6584244,0,1,0,3,1,1
LOC6584245,1074,793,1037,730,984,961
LOC6584251,3,3,6,6,5,11
LOC6584252,426,335,429,61,62,79
LOC6584254,673,513,571,633,812,1250
LOC6584255,59,54,45,0,0,0
LOC6584257,0,0,1,1,0,0
LOC6584258,0,0,2,0,2,2
LOC6584259,146,137,139,74,100,118
LOC6584260,16,19,18,39,50,91
LOC6584261,8,8,6,0,4,7
LOC6584262,10,12,11,2,1,2
LOC6584263,587,539,618,318,361,367
LOC6584264,1702,1267,1592,1377,1696,1861
LOC6584265,261,219,235,247,279,340
LOC6584266,14,16,19,7,13,11
LOC6584267,1172,945,1203,565,732,720
LOC6584268,111,88,83,26,28,37
LOC6584270,103,74,98,4,1,4
LOC6584271,1046,826,879,793,930,1044
LOC6584272,165,143,197,14,22,21
LOC6584275,1021,854,1031,609,741,713
LOC6584277,374,320,393,425,561,670
LOC6584278,59,54,50,227,297,393
LOC6584280,411,353,378,85,100,126
LOC6584289,3,1,0,0,1,0
LOC6584291,1170,1000,1255,739,858,880
LOC6584298,1079,837,1012,737,778,904
LOC6584303,583,523,612,900,1097,1556
LOC6584304,3733,2639,2767,3615,3300,8101
LOC6584306,7246,6236,6719,5977,6404,8287
LOC6584307,5140,4072,4859,3893,4646,5270
LOC6584312,376,336,404,415,532,718
LOC6584315,6643,5285,6338,5037,5795,7042
LOC6584316,76,89,80,50,59,66
LOC6584317,534,472,497,220,326,599
LOC6584318,1153,929,1074,1378,1678,1837
LOC6584319,1023,721,815,908,919,2659
LOC6584321,5816,5136,6127,2338,3081,3331
LOC6584323,3161,2550,3077,2070,2552,2615
LOC6584324,1571,1243,1489,1491,1860,1915
LOC6584325,521,421,462,795,883,1113
LOC6584326,2418,1838,2206,1657,1787,2018
LOC6584330,270,259,325,575,941,960
LOC6584331,763,568,689,781,998,1228
LOC6584332,701,616,770,525,710,751
LOC6584333,2956,2772,3159,1231,1469,1792
LOC6584341,490,397,489,1421,1721,1807
LOC6584345,0,0,0,0,0,0
LOC6584349,445,330,373,672,861,1129
LOC6584360,0,0,0,0,0,0
LOC6584364,604,499,629,216,235,299
LOC6584366,1824,1492,1914,868,1026,1149
LOC6584367,665,661,778,350,443,491
LOC6584376,73,50,57,71,88,99
LOC6584377,15809,13383,15729,11450,13603,15691
LOC6584378,8444,7872,10356,6411,8759,7833
LOC6584379,431,409,453,237,295,356
LOC6584381,1242,1094,1248,1011,1250,1554
LOC6584387,17,7,8,5,8,11
LOC6584388,4,6,10,18,16,25
LOC6584390,24,14,30,10,10,8
LOC6584392,933,818,956,545,680,618
LOC6584393,458,355,463,211,238,423
LOC6584400,613,525,643,488,616,716
LOC6584401,293,225,330,256,323,315
LOC6584402,1988,1307,1607,1722,1995,3515
LOC6584403,2294,1939,2400,1602,2086,1997
LOC6584404,933,759,947,525,616,636
LOC6584406,1567,1286,1532,1702,2092,2137
LOC6584407,2221,1800,2324,3761,5131,5142
LOC6584408,399,348,423,308,403,445
LOC6584411,8340,6837,8390,5114,6816,6684
LOC6584414,19053,16262,18687,9685,11236,13419
LOC6584415,1874,1458,1892,1597,2028,2081
LOC6584416,331,238,258,126,153,155
LOC6584419,1594,1340,1629,779,957,941
LOC6584420,2682,2207,2489,2709,3219,5136
LOC6584421,762,621,689,600,744,807
LOC6584422,585,504,618,280,458,410
LOC6584423,0,0,0,7,6,6
LOC6584424,7,3,6,1,0,0
LOC6584426,64,73,75,49,59,54
LOC6584428,13,6,20,0,3,1
LOC6584432,76,62,77,46,41,66
LOC6584436,2073,1786,2136,2379,2944,3044
LOC6584437,2,0,0,0,0,1
LOC6584438,443,341,448,186,288,321
LOC6584439,192,178,187,324,346,341
LOC6584440,1032,821,840,755,849,938
LOC6584441,541,403,493,411,440,520
LOC6584442,22615,18032,20685,14851,17697,21111
LOC6584444,262,192,253,138,190,230
LOC6584445,2725,2259,2743,1931,2667,2558
LOC6584447,8858,6994,8419,8913,11054,13695
LOC6584448,12100,9626,11572,8294,10133,10261
LOC6584451,809,638,728,598,889,959
LOC6584452,4575,3600,4297,2885,3655,4299
LOC6584453,1150,966,1078,1192,1389,1512
LOC6584454,1384,1073,1268,4911,6386,7998
LOC6584456,2,3,4,7,11,7
LOC6584457,1507,1255,1591,917,1184,1061
LOC6584458,2289,1909,2424,1666,2149,2575
LOC6584459,5862,4754,5506,3378,4021,4315
LOC6584460,1,2,1,4,1,4
LOC6584462,32,18,23,0,0,2
LOC6584463,557,366,467,699,631,1038
LOC6584465,1915,1633,1888,766,992,951
LOC6584466,1815,1376,1501,497,516,1041
LOC6584467,150,103,109,158,261,266
LOC6584468,99,71,75,58,45,103
LOC6584469,1538,1314,1417,1008,1120,1753
LOC6584470,230,214,231,272,364,378
LOC6584471,0,2,0,1,0,0
LOC6584472,6,4,0,3,3,6
LOC6584477,274,204,268,419,585,586
LOC6584481,3309,2790,3375,1202,1619,1510
LOC6584482,40,51,54,61,49,76
LOC6584483,73,58,63,77,101,150
LOC6584485,1156,973,1106,591,778,891
LOC6584486,4358,3556,4340,4103,5320,5303
LOC6584487,544,449,544,505,631,707
LOC6584490,0,1,0,2,1,2
LOC6584491,330,288,362,326,414,542
LOC6584492,1621,1291,1493,1475,1659,2260
LOC6584493,7407,6020,6512,8056,9085,15268
LOC6584494,36,26,33,110,155,179
LOC6584495,0,0,0,22,18,10
LOC6584496,0,0,0,2,0,4
LOC6584497,0,0,0,0,1,0
LOC6584498,0,0,0,0,2,0
LOC6584499,122,87,127,6,5,8
LOC6584501,3576,2969,3496,2616,3335,3407
LOC6584502,93,52,78,48,31,51
LOC6584503,942,771,989,788,978,1082
LOC6584504,15775,14253,16463,15320,19393,18909
LOC6584505,580,468,602,126,186,179
LOC6584508,0,0,0,1,1,1
LOC6584511,0,2,1,0,2,0
LOC6584512,0,0,0,0,0,0
LOC6584521,2,2,0,2,1,0
LOC6584522,4122,3479,4263,1791,1845,2884
LOC6584525,4964,3717,4167,3427,3798,6120
LOC6584527,210,193,174,164,154,190
LOC6584529,250,202,207,123,153,311
LOC6584531,1092,781,924,1049,1155,1531
LOC6584534,2,0,3,1,1,0
LOC6584540,2302,1806,2095,1743,2036,2336
LOC6584541,1062,892,1088,669,901,914
LOC6584542,7147,6322,7552,7239,9715,9140
LOC6584543,494,339,471,317,380,463
LOC6584545,17,15,10,14,21,22
LOC6584546,560,487,557,485,556,612
LOC6584548,670,620,764,691,908,1136
LOC6584550,315,232,285,199,198,198
LOC6584551,4238,3534,4262,3232,4403,4552
LOC6584552,360,373,436,226,225,386
LOC6584554,2637,2114,2534,1780,2224,2491
LOC6584555,11369,8856,10593,10547,11998,12158
LOC6584557,2277,1634,2269,1148,1548,1482
LOC6584558,483,339,388,416,501,609
LOC6584559,17307,10051,11310,23577,18467,34296
LOC6584564,864,787,1033,463,524,554
LOC6584565,484,388,438,1181,1090,3934
LOC6584569,720,576,786,471,535,614
LOC6584576,44,32,39,16,10,12
LOC6584578,1849,1422,1537,1262,1613,2549
LOC6584579,991,846,1004,667,783,830
LOC6584581,1090,880,1097,969,1377,1517
LOC6584582,661,401,624,830,1036,1241
LOC6584583,2974,2597,3109,1391,1643,1732
LOC6584584,982,732,868,588,666,850
LOC6584585,809,695,840,729,866,995
LOC6584587,52626,37055,40948,48306,46453,81568
LOC6584589,7,8,8,4,11,10
LOC6584592,7,5,14,9,10,10
LOC6584594,17,15,25,34,27,52
LOC6584596,17,14,17,14,12,18
LOC6584597,74,75,84,91,93,127
LOC6584598,1405,1283,1488,936,1106,1152
LOC6584599,335,287,362,315,401,442
LOC6584600,33,44,40,59,39,66
LOC6584602,1594,1267,1672,1711,2152,2589
LOC6584604,0,0,1,2,1,2
LOC6584605,30,22,24,1,7,9
LOC6584607,2540,2285,2794,1875,2259,2372
LOC6584613,4656,3878,4516,3165,3692,3806
LOC6584615,181,121,137,123,155,137
LOC6584616,3859,3157,3676,2098,2209,2831
LOC6584623,336,241,284,216,242,424
LOC6584626,1681,1516,1822,710,957,933
LOC6584633,1513,1312,1544,669,708,836
LOC6584639,5264,4248,5183,2277,2914,2785
LOC6584640,218,177,268,179,212,236
LOC6584641,6432,5202,6072,3965,4845,4846
LOC6584642,606,462,574,396,482,598
LOC6584644,4511,3379,3981,2981,3699,3944
LOC6584645,622,532,604,580,729,896
LOC6584647,9774,7907,10469,8653,11639,10822
LOC6584650,2,1,4,4,2,13
LOC6584652,29,22,42,31,50,28
LOC6584653,1008,805,940,1157,1281,1648
LOC6584655,2037,1543,1912,1965,2347,2612
LOC6584656,2,0,5,5,12,22
LOC6584660,673,554,671,294,388,484
LOC6584661,6668,5266,6708,3227,4123,4256
LOC6584666,1621,1352,1512,1513,1634,2423
LOC6584667,1050,857,973,775,905,1303
LOC6584668,6021,4879,5876,3609,4372,5100
LOC6584669,3316,2845,3389,2204,2631,2853
LOC6584670,111,83,81,939,1061,1230
LOC6584673,2142,1896,2258,1194,1508,1449
LOC6584674,16,12,16,9,7,18
LOC6584676,2062,1694,2174,1630,2199,2471
LOC6584677,636,447,501,520,564,749
LOC6584678,4947,4109,5062,13560,17031,20617
LOC6584685,1006,858,921,491,534,694
LOC6584686,1959,1536,1970,995,1218,1396
LOC6584687,722,702,764,384,398,781
LOC6584690,310,225,305,155,171,193
LOC6584693,1376,1043,1253,977,1235,1361
LOC6584694,89,55,67,385,463,488
LOC6584696,42,22,24,10,15,12
LOC6584697,919,735,799,1081,1148,1667
LOC6584699,1010,841,986,1151,1453,1725
LOC6584700,779,688,788,715,946,1067
LOC6584701,767,636,774,1891,2297,2502
LOC6584702,784,639,817,496,538,633
LOC6584703,415,455,428,344,408,518
LOC6584705,442,370,460,295,380,463
LOC6584708,312,303,285,310,407,419
LOC6584709,1584,1280,1432,1662,2104,2211
LOC6584710,10933,8490,10104,8801,10558,12446
LOC6584711,3512,2782,3239,2522,2850,3453
LOC6584713,2010,1611,2000,1328,1375,1593
LOC6584714,29,12,26,10,19,20
LOC6584715,16,10,25,9,6,16
LOC6584716,16,22,25,10,14,18
LOC6584717,11,16,8,5,7,10
LOC6584718,15,10,12,5,5,6
LOC6584719,1896,1308,1331,5202,5243,12708
LOC6584720,674,555,627,794,1073,1213
LOC6584722,1788,1547,1968,3063,4324,4262
LOC6584723,4726,4204,4854,2850,3707,3890
LOC6584725,1555,1282,1447,581,708,843
LOC6584726,2018,1784,2126,1881,2396,2421
LOC6584727,5666,4465,5408,2816,3404,3583
LOC6584728,570,489,600,513,795,857
LOC6584731,2512,2099,2346,2224,2689,2732
LOC6584732,3827,3282,4307,3255,4158,4196
LOC6584733,16060,13365,15513,8829,10065,10431
