,dari_head_rep1,dari_head_rep2,dari_head_rep3,dmoj01_head_rep1,dmoj01_head_rep2,dmoj01_head_rep3,dmoj20_head_rep1,dmoj20_head_rep2,dmoj20_head_rep3,dmoj22_head_rep1,dmoj22_head_rep2,dmoj22_head_rep3,dmoj26_head_rep1,dmoj26_head_rep2,dmoj26_head_rep3
LOC6580540,261,249,1545,505,1094,392,214,537,256,191,542,339,268,287,162
LOC6580541,139,115,574,101,324,85,105,219,141,76,231,149,87,179,110
LOC6580542,246,233,1408,280,648,235,167,415,292,164,378,246,265,240,114
LOC6580543,1741,1140,7240,2239,4638,1712,2127,3435,2163,1336,2789,2007,2305,2719,1432
LOC6580545,46,52,181,46,191,30,40,111,90,29,91,43,31,31,15
LOC6580546,0,0,7,0,1,0,0,0,0,0,2,0,0,0,0
LOC6580547,0,0,0,0,0,0,2,14,0,0,0,3,0,0,0
LOC6580549,634,573,3165,666,1813,755,679,1423,743,470,1106,753,616,883,393
LOC6580550,0,0,0,0,24,4,0,0,0,5,21,5,2,2,4
LOC6580551,2,0,0,41,80,21,1,5,15,34,31,15,10,5,0
LOC6580552,24,20,68,970,1852,669,454,1030,685,511,1155,903,491,670,313
LOC6580553,2853,1723,11651,4180,8655,3261,3202,6369,3541,2663,5977,3650,3427,3849,2022
LOC6580554,10826,13384,82645,13891,54129,18816,8792,38495,22759,9841,36182,28690,8826,16107,10074
LOC6580557,255,153,839,270,456,196,240,531,244,146,345,176,159,223,127
LOC6580558,338,269,1461,545,981,398,505,879,534,264,677,436,286,357,212
LOC6580559,42,27,171,49,114,45,37,86,38,25,92,54,42,18,2
LOC6580560,404,308,1935,785,1320,541,482,840,522,345,853,469,740,742,412
LOC6580561,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0
LOC6580563,1588,1256,8086,2582,3977,1526,1831,3409,1986,883,1819,1231,2244,2189,1420
LOC6580565,112,100,657,111,230,90,160,422,274,129,359,203,115,89,65
LOC6580566,786,749,4082,860,2031,600,608,1191,765,483,1232,833,529,653,354
LOC6580567,1710,1170,6916,2059,3893,1535,2047,4076,2330,1594,4433,2399,778,925,454
LOC6580568,293,205,1199,279,686,211,150,334,219,135,356,283,152,207,117
LOC6580569,243,209,1301,277,653,208,253,446,334,184,400,325,184,303,143
LOC6580570,776,731,4341,902,2250,734,818,2016,1084,645,1775,1113,578,815,419
LOC6580571,3484,2748,17352,6079,14511,5812,4474,11639,6393,4904,12680,8784,5929,8506,4567
LOC6580572,0,0,0,0,0,0,1,0,0,2,3,0,0,5,1
LOC6580573,3,0,0,0,1,4,4,0,0,0,11,1,0,4,0
LOC6580575,46,43,148,147,343,132,16,56,47,154,443,278,22,54,31
LOC6580576,168,102,806,92,207,89,56,160,89,86,298,174,41,67,27
LOC6580578,674,610,4076,1372,3379,1192,294,808,440,473,1365,895,905,1653,873
LOC6580579,3,4,0,2,0,2,0,0,0,1,5,1,0,0,4
LOC6580581,1319,950,5018,1279,2144,923,1197,2107,1256,827,1770,1097,670,1232,533
LOC6580582,217,189,965,258,543,197,212,640,331,140,395,279,184,201,139
LOC6580583,3894,2469,15995,5190,9237,3399,4198,7090,4265,2817,5898,3593,3014,4170,2213
LOC6580584,236,209,1521,504,1174,365,272,547,365,244,532,472,265,455,210
LOC6580585,10,1,65,13,58,18,13,18,31,8,21,6,19,14,14
LOC6580586,1022,827,4902,1147,3017,1040,923,2417,1323,846,2446,1619,793,1376,662
LOC6580587,1218,841,5711,1379,2824,987,756,1741,979,591,1338,916,967,994,538
LOC6580588,194,94,684,157,431,136,169,240,120,102,259,155,59,94,55
LOC6580589,274,210,1499,300,715,236,196,709,324,232,608,422,202,299,157
LOC6580590,1195,944,6152,708,1391,554,343,963,506,318,842,600,443,704,401
LOC6580591,253,183,1468,399,1067,401,198,458,305,161,435,272,246,329,191
LOC6580592,930,751,4592,1562,3192,925,728,1681,904,677,1535,1010,965,1035,638
LOC6580593,521,298,1831,505,1076,369,543,1085,544,379,948,488,310,384,216
LOC6580594,1028,807,5416,1145,3087,991,647,1793,1036,753,1734,1425,694,1004,515
LOC6580595,60,47,159,522,895,339,84,183,101,29,148,81,66,115,33
LOC6580596,707,751,3808,665,2059,574,443,1320,744,387,1088,887,514,928,472
LOC6580597,7056,5911,35941,9656,22740,7841,5348,13535,7761,5916,16468,10489,14131,20725,10373
LOC6580599,4,6,4,0,0,1,1,10,1,4,0,4,0,10,4
LOC6580602,621,490,3241,280,999,389,289,1050,483,190,546,437,291,728,340
LOC6580603,811,809,4776,1112,2500,937,798,2311,1406,804,2694,1536,490,742,440
LOC6580604,2815,2042,13295,2960,8255,2930,2595,5776,3493,1858,5610,3279,2422,3784,1850
LOC6580605,421,367,2345,719,1491,488,471,966,597,402,968,604,404,493,300
LOC6580606,2107,1324,8964,1772,4132,1572,2935,5155,3127,1293,3130,1882,1155,1477,712
LOC6580611,59,32,207,61,171,56,87,99,79,59,125,82,31,50,16
LOC6580612,59,75,363,113,313,50,86,213,149,62,160,105,88,69,44
LOC6580614,725,450,3879,705,1074,456,948,1932,1050,770,1734,990,273,330,169
LOC6580615,1,1,8,4,3,4,0,5,3,4,4,3,0,1,0
LOC6580616,3295,2998,17151,2863,6581,2015,3020,6650,3903,2894,9185,5279,1049,1710,998
LOC6580617,93,75,548,146,425,114,236,612,305,145,205,185,138,101,65
LOC6580618,761,648,3939,1910,3619,1240,668,1447,911,985,2186,1406,455,594,332
LOC6580619,98,96,564,174,577,229,67,262,134,88,308,207,174,191,92
LOC6580624,580,340,2799,748,1311,598,610,1001,681,727,1313,831,339,422,218
LOC6580625,541,363,2775,631,1313,438,493,1124,682,429,922,695,571,662,319
LOC6580627,66,83,409,74,245,48,58,221,111,70,203,130,72,75,25
LOC6580628,33,15,80,63,108,24,42,102,42,17,51,47,16,60,13
LOC6580629,967,733,4610,1234,2851,977,891,2150,1423,695,1720,1273,849,1137,641
LOC6580630,391,268,1551,665,1239,487,467,978,669,368,790,533,445,425,226
LOC6580633,4,6,11,0,0,4,13,22,31,9,23,8,15,9,5
LOC6580634,347,250,1824,447,1019,288,349,802,423,239,514,464,285,415,234
LOC6580635,255,149,1237,456,662,239,255,371,258,241,380,338,175,291,173
LOC6580636,334,248,1669,461,1073,413,432,932,450,374,982,625,313,462,281
LOC6580638,93,47,375,101,155,65,119,156,108,49,110,100,59,121,46
LOC6580640,1166,1057,6712,1594,3488,1291,734,1978,1076,651,1795,1170,1090,1536,851
LOC6580641,4111,4027,23538,4720,12211,4413,3291,8899,5382,3581,9750,6381,2267,3850,1830
LOC6580642,303,289,1939,2012,3665,1125,257,592,283,312,688,518,88,137,57
LOC6580643,59,31,392,162,554,135,53,186,75,38,107,85,69,84,47
LOC6580644,1901,1518,10039,1920,4048,1525,1738,4448,2425,975,2605,2038,2378,3957,2082
LOC6580645,55,52,290,106,283,59,135,331,131,64,206,159,61,99,37
LOC6580646,238,142,1119,206,716,227,305,652,376,140,547,286,144,299,176
LOC6580647,1,3,11,0,0,0,3,9,5,0,13,2,0,3,0
LOC6580648,857,712,4095,1093,2481,801,666,1528,950,501,1335,949,617,931,521
LOC6580649,895,482,3517,1066,1759,690,1199,1711,1292,929,1713,1080,420,542,278
LOC6580650,626,480,2773,706,1702,503,472,1208,701,567,1405,813,389,595,332
LOC6580651,193,180,1129,277,724,223,218,638,265,164,411,316,180,191,153
LOC6580652,566,398,2540,847,1816,660,706,1358,781,428,1018,786,787,889,524
LOC6580653,129,82,427,86,243,80,109,233,95,89,176,137,93,125,61
LOC6580654,937,693,4850,1152,2887,1002,817,1951,1097,762,2179,1321,517,921,458
LOC6580655,4025,2750,16292,5556,10736,3898,4591,9154,5306,4211,10117,6557,2804,4145,2007
LOC6580656,2,0,0,0,0,0,6,27,8,0,11,8,9,7,3
LOC6580659,1,9,2,10,15,3,8,10,3,1,6,1,0,0,0
LOC6580660,0,0,0,0,0,3,0,13,0,8,0,0,0,0,0
LOC6580661,4,7,28,2,0,14,3,8,3,1,15,6,0,7,0
LOC6580662,1394,1305,5829,1016,1741,711,798,1376,878,1106,2331,1182,768,1325,676
LOC6580663,8,12,40,4,0,3,2,0,8,0,0,7,0,0,0
LOC6580664,8,13,54,22,41,13,6,27,13,0,23,5,8,19,16
LOC6580665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
LOC6580667,0,0,5,6,41,3,3,24,10,3,22,1,0,17,3
LOC6580677,2532,1574,10417,2898,5226,2013,2292,4015,2472,1751,3494,2391,1499,2256,1299
LOC6580678,322,336,1895,544,1312,426,456,912,568,329,899,517,563,768,462
LOC6580680,11,15,31,32,97,23,0,0,0,3,6,3,0,0,0
LOC6580681,0,0,0,0,8,0,0,0,0,1,0,0,1,0,0
LOC6580682,5,3,9,0,4,0,1,0,0,0,0,0,0,0,0
LOC6580685,1030,746,5050,26,34,14,131,442,216,16,57,35,46,60,21
LOC6580687,0,0,0,0,0,0,1,15,0,0,0,0,0,2,2
LOC6580688,24717,24626,152815,18083,49297,22014,12288,37167,16679,21344,52613,37877,16817,23079,11422
LOC6580689,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
LOC6580690,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
LOC6580698,8,18,35,8,37,23,9,92,40,23,89,51,0,25,18
LOC6580699,25393,15113,98959,40139,63596,29113,18084,34558,17774,9674,20348,15931,13644,15908,8170
LOC6580702,4015,4194,25067,7533,24222,10467,3396,11945,5434,3515,9900,7696,3950,6245,3361
LOC6580703,550,443,2796,727,1852,698,708,1393,1009,528,1162,789,519,795,323
LOC6580704,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1
LOC6580706,215,198,1054,35,115,29,91,197,84,30,84,86,68,137,34
LOC6580707,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4
LOC6580708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOC6580709,0,0,6,0,0,0,0,0,0,0,6,2,0,0,0
LOC6580711,33,34,175,7,5,4,3,0,4,8,26,11,0,0,0
LOC6580712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580714,410,189,1571,282,731,224,496,751,530,383,679,472,307,284,118
LOC6580715,51,32,210,59,54,37,47,116,80,17,59,31,11,35,11
LOC6580716,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580717,350,336,1939,727,1701,692,704,1631,924,588,1554,854,776,1205,512
LOC6580720,674,442,3211,268,895,241,31,99,59,37,98,71,43,40,27
LOC6580721,2025,1444,9763,1741,3549,1253,172,506,183,77,217,151,324,413,256
LOC6580722,1318,976,6024,1541,3282,1167,1073,2708,1509,1209,3014,1905,979,1148,603
LOC6580723,65,57,355,124,327,108,74,177,144,131,475,253,132,136,102
LOC6580724,921,802,4759,1633,3556,1348,928,2182,1225,858,2068,1389,910,1462,715
LOC6580725,554,456,2625,1078,2433,799,704,1696,1053,669,1578,924,719,837,504
LOC6580726,109,57,400,17,47,38,98,167,115,38,114,80,74,72,34
LOC6580727,7664,10413,65639,11369,42919,14700,6861,26269,15379,7677,26767,21836,9266,19077,10399
LOC6580728,16,10,44,5,19,1,127,260,184,34,121,45,62,128,76
LOC6580729,738,560,3704,502,1163,470,390,1014,605,486,1036,663,318,473,230
LOC6580730,170,143,910,357,887,301,285,500,314,201,598,384,187,384,157
LOC6580731,154,142,1018,938,1504,523,238,506,245,370,683,545,140,166,78
LOC6580732,177,139,758,229,493,156,144,314,180,109,262,170,166,211,115
LOC6580733,2929,1473,10608,2842,5493,2052,1536,4000,2261,1371,2982,2928,1653,2193,1219
LOC6580734,3771,2985,18009,4624,12642,4659,5469,11599,6830,3136,8411,4946,4184,6322,3200
LOC6580736,797,543,3561,1060,1922,623,1040,1858,1072,744,1631,981,526,708,387
LOC6580737,133,114,597,207,291,83,57,49,34,81,206,97,36,19,27
LOC6580738,666,608,3419,816,1956,802,600,1620,907,546,1634,911,510,839,454
LOC6580739,165,200,1003,201,597,220,102,370,182,72,308,209,129,256,109
LOC6580740,598,504,3138,769,1488,618,508,1338,823,491,1246,852,581,748,443
LOC6580741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580743,1,0,8,0,15,11,9,48,21,8,8,5,0,2,0
LOC6580744,0,2,0,3,4,0,0,0,0,0,8,0,0,0,0
LOC6580745,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580748,2,0,0,3,0,0,1,6,4,0,0,0,0,11,0
LOC6580750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580751,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LOC6580753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580754,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0
LOC6580755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580756,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LOC6580757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580760,628,430,2610,626,1417,452,880,1814,1024,503,1236,615,648,626,346
LOC6580761,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0
LOC6580762,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0
LOC6580763,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LOC6580764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580767,2,0,7,0,0,2,0,0,7,0,1,1,0,9,0
LOC6580769,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0
LOC6580771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580772,0,0,0,0,2,0,0,0,5,1,7,0,0,1,0
LOC6580774,41,33,169,48,74,27,53,81,86,49,109,71,39,57,43
LOC6580776,302,242,1436,221,349,165,356,925,356,430,1048,815,459,655,271
LOC6580777,203,158,993,401,595,235,225,462,288,211,540,346,186,247,101
LOC6580778,7,8,50,38,67,18,6,21,7,17,32,29,6,7,9
LOC6580779,68,57,201,177,294,106,109,134,112,46,138,58,197,173,76
LOC6580780,142,82,551,287,380,152,56,95,98,34,76,59,32,67,40
LOC6580781,193,209,1281,553,1035,339,334,684,452,272,711,465,239,297,165
LOC6580782,540,446,2634,686,1914,566,451,1474,746,510,1457,937,394,655,396
LOC6580783,73,54,385,120,371,110,79,203,135,85,211,113,62,77,36
LOC6580784,1346,931,6205,1292,3158,1029,1207,2813,1622,1003,2483,1692,667,1119,531
LOC6580786,639,585,3950,795,2227,803,599,1598,1070,570,1920,1218,375,651,440
LOC6580787,1135,727,5023,2271,4371,1608,895,1760,1038,1304,2645,1890,898,1080,641
LOC6580788,194,133,850,281,538,228,175,408,238,133,520,308,69,117,69
LOC6580789,358,274,1778,474,1135,369,311,567,425,167,502,298,275,374,185
LOC6580790,3,9,19,0,23,1,4,7,9,4,11,5,10,5,4
LOC6580791,2071,1967,10812,3183,7569,2881,2288,5210,3371,1492,4110,2488,1663,2849,1442
LOC6580792,1275,1056,5135,972,2147,1002,1771,3496,2404,1110,3163,1613,627,963,459
LOC6580793,2350,1457,9164,2827,4886,1800,3074,4910,3051,1747,3799,2358,1926,2314,1244
LOC6580794,307,382,2061,121,284,104,104,201,154,23,89,66,209,300,126
LOC6580796,1603,1400,8219,4934,11008,4077,2202,5060,2914,2146,5532,3438,2025,2804,1668
LOC6580797,7,1,0,6,15,7,12,20,1,25,49,27,19,13,34
LOC6580798,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
LOC6580799,1142,905,6602,1054,2659,947,1218,2975,1623,824,2217,1350,914,1527,737
LOC6580800,6133,3823,25748,10960,21993,7708,8011,17119,10265,8938,18128,12873,6912,7726,4753
LOC6580802,8,11,14,24,86,25,14,24,12,2,6,3,7,2,3
LOC6580803,6743,4963,31733,9860,21097,8484,11466,23759,13800,8747,22863,13710,4357,7130,3785
LOC6580804,4119,3042,18529,4261,10427,3577,2500,6973,3678,2317,6017,4648,2544,3616,2042
LOC6580805,3,4,49,9,14,0,1,11,3,4,6,7,0,4,1
LOC6580806,132,134,695,182,504,203,164,708,403,89,283,277,143,199,123
LOC6580807,10,16,65,115,132,45,23,18,31,14,49,22,28,38,17
LOC6580808,64,35,216,218,480,164,110,412,224,22,54,31,112,122,49
LOC6580809,867,664,3951,1055,2677,891,848,1841,1004,832,2232,1345,487,778,399
LOC6580810,247,212,1302,369,774,259,227,570,429,220,577,461,188,293,171
LOC6580812,320,230,1953,255,656,187,74,250,128,52,188,90,62,82,29
LOC6580813,1048,655,3986,1082,2190,683,931,1471,1036,726,1473,945,621,683,426
LOC6580814,55,44,353,175,228,104,90,156,93,42,89,95,104,124,60
LOC6580815,1612,1309,7761,1894,4434,1388,1054,2541,1598,1190,3162,1899,989,1357,726
LOC6580816,10053,9515,63927,15190,43584,15734,8808,26640,15471,9252,27709,20805,9381,14800,7966
LOC6580817,459,394,2430,507,1267,364,1116,2820,1523,356,733,631,390,643,260
LOC6580818,721,519,3357,266,616,230,404,1038,580,238,657,463,353,373,222
LOC6580819,898,821,4020,720,2236,795,1286,3075,1871,551,1512,1168,505,1136,538
LOC6580820,1041,560,4045,956,1811,733,1481,2177,1298,1030,1895,1213,410,592,250
LOC6580821,45,54,339,336,861,228,83,270,142,238,530,358,102,83,71
LOC6580822,28105,21305,138660,39821,91826,30478,7084,20267,11347,27013,68963,45440,6129,8381,5080
LOC6580823,4092,3062,18573,3951,9713,3367,2974,6368,3919,3226,9177,5441,1770,2837,1322
LOC6580824,7,1,39,11,44,1,1,0,1,0,13,4,2,3,1
LOC6580826,798,614,4075,1143,1978,647,677,1123,707,503,992,729,676,924,508
LOC6580827,358,272,1748,585,1200,360,447,820,567,307,723,446,302,284,187
LOC6580828,244,144,900,384,716,289,270,684,374,163,443,309,216,286,147
LOC6580829,3,0,6,0,14,5,1,4,1,0,4,3,5,0,2
LOC6580830,2,0,0,0,15,0,1,14,0,0,2,1,0,4,1
LOC6580831,0,0,3,0,3,2,0,0,0,0,0,4,0,0,0
LOC6580832,2544,1867,12583,2455,5750,1754,1195,2416,1514,835,2300,1361,917,1251,631
LOC6580837,145,88,709,124,321,101,200,359,284,130,256,131,54,54,18
LOC6580838,0,0,0,0,0,0,1,8,0,1,0,1,0,0,0
LOC6580839,1,0,0,0,0,0,0,0,0,0,2,0,4,4,6
LOC6580840,9,10,38,6,31,4,5,28,7,11,18,15,7,1,0
LOC6580841,0,0,0,2,9,4,0,0,7,2,0,0,0,0,0
LOC6580843,303,252,1748,2650,4513,1478,238,331,321,473,1396,892,178,267,155
LOC6580844,373,252,1746,422,815,219,301,697,360,260,569,415,220,330,204
LOC6580845,7,0,17,30,46,14,13,32,44,6,1,21,4,8,2
LOC6580846,6,17,61,34,115,24,20,77,48,15,88,76,17,30,7
LOC6580847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580848,38,21,101,24,52,20,45,47,35,15,85,52,3,7,1
LOC6580849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580850,464,415,2503,671,1317,463,435,999,531,406,848,543,381,530,312
LOC6580851,52,36,237,31,83,31,33,89,56,6,34,23,56,73,37
LOC6580852,16,1,29,14,34,2,9,7,10,7,14,6,3,12,0
LOC6580853,350,270,1677,645,1342,573,925,2441,1463,295,1059,611,423,645,280
LOC6580856,3,1,25,20,10,5,16,67,41,15,57,18,9,9,4
LOC6580858,629,334,2295,1160,2154,834,1452,1935,1396,774,1459,965,1051,1448,663
LOC6580859,1454,948,5787,2288,4163,1376,2610,4127,2635,1456,2857,1816,1505,1805,972
LOC6580861,401,251,1608,601,1182,360,404,744,444,342,776,562,383,562,258
LOC6580862,675,541,3158,1191,2270,824,962,2085,1143,770,1772,1049,881,947,525
LOC6580863,468,434,2217,723,1904,593,523,1404,691,346,1268,730,216,443,184
LOC6580864,190,196,1189,247,677,288,223,562,360,105,286,293,223,323,176
LOC6580866,174,128,842,282,532,147,136,371,223,147,211,147,224,282,189
LOC6580867,472,426,2607,1027,2190,662,564,1182,841,526,1276,862,482,651,378
LOC6580868,135,90,501,285,634,161,138,247,190,79,163,138,216,222,101
LOC6580869,1,0,0,0,0,0,2,19,0,0,0,0,0,0,0
LOC6580870,1303,1122,7221,1926,4453,1606,1502,3967,2180,1103,3162,1836,1686,2098,972
LOC6580871,78,99,508,254,634,220,160,362,254,148,289,220,167,265,107
LOC6580872,4517,4111,25973,6636,15056,5409,4431,10624,6409,4098,12553,7471,3116,4487,2299
LOC6580873,1322,808,6207,2966,4056,1584,1467,2798,1644,47,60,76,1282,2012,1067
LOC6580874,1,0,30,11,23,8,2,19,1,30,49,22,6,8,6
LOC6580875,0,0,7,16,55,36,2,13,7,45,149,111,21,31,25
LOC6580876,2819,2221,13781,4241,10385,3555,2219,4893,2764,2750,6620,4442,1914,2496,1501
LOC6580877,1450,1256,8139,1614,5109,1625,1141,2976,1584,1299,3903,2330,807,1472,659
LOC6580878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC6580879,518,316,2493,906,1580,536,540,957,568,426,713,746,707,1032,500
LOC6580880,217,148,1088,283,526,211,125,301,211,187,386,390,193,436,201
LOC6580884,2096,1409,8986,3059,5467,2094,2236,3866,2348,1982,4168,2648,2377,2838,1602
LOC6580885,383,282,1699,423,1124,385,274,646,475,192,587,376,130,264,153
LOC6580886,655,500,3616,1066,2525,1026,805,2427,1417,651,1719,1190,599,715,417
LOC6580887,3,4,7,3,10,1,6,19,6,5,13,1,4,15,0
LOC6580888,4022,3103,19848,728,1545,663,443,881,502,518,1466,790,722,826,405
LOC6580889,14016,11063,72311,12542,28445,11188,8892,20492,11717,11362,25810,17093,21395,27396,15346
LOC6580891,1469,1182,6469,2177,4962,1955,1615,3247,2140,1580,4404,2435,415,752,319
LOC6580892,1030,616,3996,1565,2477,684,1261,2261,1183,846,2077,1331,818,1117,600
LOC6580893,11713,11069,63700,13368,29198,11866,11401,26367,15094,10459,30079,16695,8516,11503,6104
LOC6580894,897,705,4318,945,2317,783,631,1918,920,507,1349,1192,637,974,617
LOC6580895,1860,1528,8482,1301,2254,928,1794,3117,1854,2007,4814,2624,432,610,322
LOC6580896,909,681,4038,1247,2399,721,859,1676,931,807,1544,1111,1112,1272,721
LOC6580898,2010,1406,9827,2391,4308,1454,1729,3413,2034,1522,3103,2041,1802,2028,1165
LOC6580899,7582,5659,35327,6741,13953,5172,5785,12845,7453,8796,18496,12513,4631,6546,3384
LOC6580900,606,519,3219,626,1375,461,388,911,533,422,815,554,424,516,267
LOC6580901,551,594,3322,928,2298,924,486,1476,888,469,1568,979,438,676,337
LOC6580902,0,0,7,0,4,8,4,5,0,0,0,0,0,0,0
LOC6580903,0,1,6,0,5,5,0,0,0,0,0,0,0,0,0
LOC6580904,0,0,16,6,3,0,1,0,13,0,7,0,0,12,0
LOC6580905,5445,3897,23717,7372,15501,5023,7410,12966,8305,4361,9892,5947,4500,7643,3538
LOC6580906,11,14,35,11,26,3,8,21,8,5,13,5,7,16,13
LOC6580907,321,187,1161,370,660,222,252,516,318,239,513,354,314,350,164
LOC6580908,103,73,517,152,344,163,95,241,155,92,188,114,107,166,101
LOC6580909,10,23,68,21,35,17,12,40,17,11,10,15,31,31,11
LOC6580910,185,183,926,2035,4553,1693,966,2506,1390,679,2036,1203,923,1292,750
LOC6580911,28,26,175,14,53,16,7,26,32,6,19,15,7,10,3
LOC6580912,378,300,1970,392,1138,353,242,608,391,273,712,455,373,617,319
LOC6580913,832,636,3878,1275,2504,827,873,1869,1043,764,1971,1183,668,903,486
LOC6580914,1128,918,4893,1691,2959,1028,1153,2332,1376,914,2387,1442,1053,1341,693
LOC6580915,89,67,486,100,343,103,42,110,87,68,210,123,81,94,50
LOC6580916,0,1,0,1,0,0,0,0,1,0,0,0,2,7,0
LOC6580917,1860,1389,8316,1812,3953,1420,1579,3399,2044,1106,2742,1595,978,1299,756
LOC6580918,3004,2281,14524,4250,8524,2897,2708,6033,3540,3085,7920,5128,4310,5039,3112
LOC6580919,39,35,212,49,82,27,41,111,51,28,80,67,47,59,25
LOC6580920,213,167,1036,246,551,178,190,414,282,117,338,253,111,193,108
LOC6580921,302,215,1358,294,727,233,231,600,314,265,604,432,214,340,181
LOC6580922,158,91,625,191,372,121,145,339,163,102,256,131,92,123,59
LOC6580923,834,589,3629,4773,9443,3227,1567,2993,1743,635,1455,883,978,1362,752
LOC6580924,267,231,1106,377,672,234,224,542,255,190,544,290,331,394,225
LOC6580925,2022,1382,8572,3397,5225,1890,2909,5810,3027,1866,3099,2692,2343,2721,1564
LOC6580927,73,59,417,562,771,294,329,416,262,145,406,202,208,281,145
LOC6580928,6,6,51,0,0,0,17,39,28,0,0,0,5,7,12
LOC6580929,25,37,148,30,80,16,23,101,68,19,61,47,12,17,9
LOC6580930,53,61,343,42,165,29,57,106,55,16,125,65,41,30,19
LOC6580931,2646,1987,12453,3888,8392,2946,3008,6949,3659,2778,6266,4306,2705,3086,1896
LOC6580932,89,92,734,97,296,74,46,127,76,54,141,83,89,67,37
LOC6580934,539,255,1898,603,1206,446,806,1422,764,391,812,541,503,604,244
LOC6580935,16,20,111,20,48,10,19,50,9,5,21,15,21,1,1
LOC6580936,1063,875,5073,1986,5012,1650,3706,9202,5403,1191,3352,2037,1115,1513,678
LOC6580937,12,12,103,90,296,103,407,1153,655,49,211,139,52,76,14
LOC6580940,497,379,2268,1012,2085,828,735,1525,806,589,1505,798,621,817,470
LOC6580942,236,195,1347,342,914,257,230,534,320,287,612,386,132,260,139
LOC6580943,0,0,0,22,88,18,0,0,5,0,0,0,0,0,0
LOC6580944,2597,2267,12830,3971,7841,2775,2983,6693,3776,2495,7187,4119,1938,2935,1546
LOC6580945,2362,1417,9069,2493,4801,1812,2746,5874,3305,1649,3908,2217,1591,2523,1295
LOC6580948,437,301,2194,537,1141,312,238,626,401,235,641,478,200,259,179
LOC6580949,162,129,1071,248,705,251,204,654,320,402,977,573,105,225,111
LOC6580950,866,868,5438,994,2408,747,788,2306,1360,719,2083,1209,755,1125,567
LOC6580951,59,44,223,59,171,65,36,140,91,51,139,112,42,78,20
LOC6580952,12,7,67,10,80,19,26,77,39,17,53,38,0,30,4
LOC6580953,101,87,537,112,250,100,26,126,36,41,132,75,8,25,25
LOC6580955,131,92,768,105,274,93,90,300,151,98,259,165,102,123,59
LOC6580956,541,368,1837,582,1128,318,475,973,548,398,970,647,273,372,197
LOC6580957,697,454,3175,860,2198,741,502,1263,777,727,1824,1118,490,739,463
LOC6580959,13928,14284,87505,23653,55446,19137,15072,36894,22490,14645,33664,26800,18297,28066,16671
LOC6580961,1846,1553,10194,1688,4366,1603,991,2687,1477,901,2385,1730,877,1356,816
LOC6580962,1209,1410,8637,1655,5898,2013,826,3391,1889,1093,2675,2245,1764,2404,1285
LOC6580964,11,7,16,7,0,2,5,3,0,0,8,3,0,1,0
