,dbuz_larv_rep1,dbuz_larv_rep2,dbuz_larv_rep3,dkoep_larv_rep1,dkoep_larv_rep2,dkoep_larv_rep3
LOC6585364,1777,1322,1847,1560,2837,1183
LOC6585365,583,524,518,1578,2229,937
LOC6585366,253,142,233,160,279,110
LOC6585369,192,134,181,321,585,190
LOC6585370,167,132,156,409,533,249
LOC6585371,667,512,642,986,1415,467
LOC6585373,2479,1975,2301,4133,6349,2314
LOC6585374,885,708,832,1253,2091,778
LOC6585375,12601,11512,11145,17077,30559,11483
LOC6585376,314,349,266,1470,1693,555
LOC6585377,134,107,127,121,132,32
LOC6585378,135,116,149,85,123,48
LOC6585379,7,5,6,5,4,4
LOC6585380,6,3,0,4,1,2
LOC6585381,10,4,14,9,1,5
LOC6585382,12,9,16,7,12,4
LOC6585384,472,333,468,381,550,237
LOC6585385,2055,1573,1940,2688,4487,1856
LOC6585387,337,240,276,276,472,227
LOC6585388,470,347,402,835,1316,503
LOC6585389,394,323,372,534,850,335
LOC6585390,2939,2367,2592,1879,2893,1019
LOC6585391,61,75,60,456,458,230
LOC6585393,0,2,0,1,4,3
LOC6585394,412,364,340,1071,1554,691
LOC6585396,2902,2556,2558,5774,8762,3420
LOC6585397,384,354,397,439,701,315
LOC6585398,412,262,344,482,667,263
LOC6585399,471,294,461,1123,1633,748
LOC6585400,1841,1521,1405,8575,11759,5504
LOC6585401,1065,819,935,2450,3422,1363
LOC6585403,869,751,844,1389,2162,948
LOC6585404,1129,951,1005,3945,4945,2163
LOC6585405,155,121,117,139,235,88
LOC6585407,1448,1351,1314,2491,4008,1760
LOC6585411,1396,1217,1333,2146,3265,1634
LOC6585412,1246,1057,1044,2633,4272,1907
LOC6585413,1278,1229,1049,3045,4404,1910
LOC6585414,252,199,213,453,653,217
LOC6585416,14,8,4,16,35,13
LOC6585417,24,10,16,98,138,42
LOC6585418,2,0,1,1,0,0
LOC6585423,440,353,485,600,866,436
LOC6585424,8,6,2,14,27,4
LOC6585430,28,37,36,18,32,8
LOC6585433,50,66,87,49,58,33
LOC6585436,36,39,30,274,362,166
LOC6585439,0,0,1,1,0,0
LOC6585441,804,638,672,1247,1926,951
LOC6585442,881,693,960,984,1441,593
LOC6585443,311,205,279,409,582,264
LOC6585444,172,148,134,539,716,351
LOC6585445,149,95,130,269,321,110
LOC6585446,298,242,291,497,718,239
LOC6585447,880,727,656,2357,3411,1606
LOC6585456,668,656,572,1841,2568,1192
LOC6585457,494,418,532,811,1013,415
LOC6585458,266,204,213,420,488,138
LOC6585460,394,288,371,221,368,131
LOC6585461,98,92,90,92,128,56
LOC6585462,99,77,88,180,304,141
LOC6585463,988,734,1031,1013,1593,677
LOC6585465,93,78,85,149,202,65
LOC6585467,3566,3474,3293,8867,12910,5269
LOC6585468,169,144,148,268,367,178
LOC6585469,111,82,118,152,262,127
LOC6585471,69,50,68,24,37,13
LOC6585472,1765,1565,1567,4273,6268,2615
LOC6585474,247,234,188,445,690,276
LOC6585476,52929,42121,56774,48199,72350,24197
LOC6585477,440,372,408,1123,1465,656
LOC6585480,5614,5299,4729,14199,20628,9602
LOC6585482,246,191,239,169,253,105
LOC6585483,1412,1174,1271,3621,5926,2689
LOC6585487,554,374,528,786,1047,277
LOC6585488,400,300,356,756,896,414
LOC6585489,213,170,215,422,592,241
LOC6585491,1133,963,997,2978,3930,1685
LOC6585493,672,431,682,1030,1309,483
LOC6585498,142,124,137,643,742,333
LOC6585499,146,131,136,273,359,148
LOC6585500,0,1,0,1,1,0
LOC6585505,1438,1090,1335,1696,2524,1065
LOC6585506,709,560,696,1410,1937,658
LOC6585507,674,541,642,980,1217,452
LOC6585509,73,102,88,323,517,195
LOC6585512,176,113,149,869,868,250
LOC6585513,182,162,220,11,10,7
LOC6585514,615,448,533,2928,4860,2091
LOC6585515,1031,752,935,2745,4742,2039
LOC6585517,3326,2522,3269,4496,6981,2362
LOC6585518,152,139,212,407,593,305
LOC6585520,8146,6426,8810,12821,18107,9448
LOC6585522,1646,1662,1328,3668,5165,2615
LOC6585523,1563,1206,1507,547,837,366
LOC6585525,70,57,57,307,336,161
LOC6585528,322,284,282,929,1238,536
LOC6585529,379,385,377,815,906,441
LOC6585530,165,125,167,347,340,105
LOC6585531,454,284,394,383,587,242
LOC6585532,1675,1652,1469,4558,6268,2750
LOC6585534,45,34,56,43,44,18
LOC6585536,107,88,95,85,115,55
LOC6585537,64,46,82,107,140,65
LOC6585538,200,141,175,270,436,175
LOC6585539,259,205,308,317,454,166
LOC6585540,28,22,22,25,34,19
LOC6585541,233,173,218,314,466,203
LOC6585542,1013,803,958,2181,3178,1453
LOC6585543,2061,1641,2062,3284,4999,2097
LOC6585544,1982,1516,1946,3812,5922,2610
LOC6585545,3089,2268,2915,12235,13985,4358
LOC6585548,11,10,16,62,86,51
LOC6585552,197,133,163,345,451,157
LOC6585553,260,230,240,248,327,123
LOC6585554,10090,7613,9213,21154,30441,16762
LOC6585556,473,341,363,875,1092,399
LOC6585558,431,323,373,530,684,269
LOC6585559,302,316,251,1383,1715,772
LOC6585560,156,115,124,63,96,42
LOC6585561,894,689,860,907,1424,576
LOC6585562,1573,1320,1318,2575,3785,1647
LOC6585563,169,88,160,53,82,34
LOC6585564,0,0,0,0,0,0
LOC6585565,2,1,2,24,26,12
LOC6585567,0,0,0,1,0,0
LOC6585568,0,0,1,0,3,0
LOC6585580,179,150,135,208,300,93
LOC6585583,420,308,349,255,420,192
LOC6585585,147,128,142,339,478,214
LOC6585587,350,249,331,432,634,254
LOC6585589,524,429,453,1245,1401,440
LOC6585590,1633,1350,1545,1939,3451,1477
LOC6585591,633,505,516,1370,1962,732
LOC6585592,101,121,97,1091,1143,530
LOC6585593,59,49,89,37,37,12
LOC6585596,4824,3741,4593,3566,5640,2152
LOC6585598,239,206,253,652,830,314
LOC6585599,816,623,686,1020,1711,633
LOC6585604,762,616,693,1958,3014,1409
LOC6585605,482,365,543,1008,1559,586
LOC6585607,237,176,219,329,431,173
LOC6585611,865,866,729,3250,4888,2261
LOC6585612,226,170,220,263,410,168
LOC6585613,410,310,376,1095,1822,908
LOC6585614,6829,5172,6841,13453,22476,9721
LOC6585615,1801,1326,1772,856,1341,562
LOC6585616,0,1,8,1,4,3
LOC6585617,6,9,14,31,65,21
LOC6585618,265,205,283,398,710,304
LOC6585619,23019,17479,23359,21265,37316,12634
LOC6585620,6170,5147,5937,10788,16422,7896
LOC6585621,503,419,556,417,657,353
LOC6585622,2422,1808,2369,3045,5019,1991
LOC6585623,299,223,309,304,486,218
LOC6585624,562,462,610,799,1190,658
LOC6585626,2704,2191,2764,5124,7877,3417
LOC6585627,78,63,78,257,365,152
LOC6585628,3351,2528,3133,5018,8326,3626
LOC6585629,4,1,4,24,34,12
LOC6585631,452,406,331,2366,3600,1373
LOC6585633,1269,1099,1265,1206,1950,942
LOC6585635,13,10,5,17,31,14
LOC6585636,85,61,84,25,43,19
LOC6585637,690,561,687,1612,2431,1104
LOC6585638,1974,1563,1884,2111,3393,1518
LOC6585642,1841,1689,1717,3777,6056,2512
LOC6585643,346,248,346,428,684,189
LOC6585645,804,615,753,1077,1304,346
LOC6585647,109,131,156,310,463,153
LOC6585648,269,202,307,490,748,241
LOC6585649,1840,1602,1612,2496,4345,1954
LOC6585651,234,246,220,1600,1974,782
LOC6585658,69,62,82,58,103,48
LOC6585659,656,471,586,662,1014,447
LOC6585660,265,228,269,499,752,269
LOC6585661,1018,871,810,1018,1599,668
LOC6585662,338,311,370,424,615,253
LOC6585663,1656,1309,1464,2897,4547,1771
LOC6585664,1114,943,1093,2127,2882,1087
LOC6585665,2038,1566,1791,4433,5731,2322
LOC6585667,481,432,420,1550,2104,804
LOC6585668,21,18,16,25,33,9
LOC6585670,18,23,16,84,90,32
LOC6585672,210,165,162,299,368,140
LOC6585673,276,216,305,406,594,272
LOC6585674,440,332,418,492,766,346
LOC6585675,886,766,976,933,1506,657
LOC6585676,435,376,359,429,575,341
LOC6585677,4711,3830,4414,5502,8761,4018
LOC6585678,212,180,219,369,553,270
LOC6585679,2,3,2,9,10,5
LOC6585681,1,0,3,13,23,11
LOC6585682,284,232,294,466,610,290
LOC6585683,543,397,574,617,1096,447
LOC6585684,573,446,530,766,1187,482
LOC6585685,514,459,542,541,824,320
LOC6585686,4770,3893,4698,6081,9597,4502
LOC6585687,713,615,708,892,1454,634
LOC6585688,1962,1317,1919,2198,3325,1184
LOC6585689,595,421,570,511,834,332
LOC6585690,339,284,280,1173,1386,559
LOC6585692,67,55,38,188,311,140
LOC6585694,136,104,148,96,145,98
LOC6585699,115,79,93,237,365,171
LOC6585700,57,49,53,115,150,61
LOC6585703,269,223,228,1265,1374,495
LOC6585704,182,153,177,524,730,329
LOC6585707,1011,739,1029,679,1140,487
LOC6585708,3117,2767,2694,6708,11135,4339
LOC6585709,2,0,0,8,15,9
LOC6585710,507,363,496,1069,1386,630
LOC6585714,104,87,92,36,49,25
LOC6585716,197,184,153,1191,1410,565
LOC6585718,4561,3839,4562,5549,9459,3506
LOC6585720,5800,4360,5391,4746,8300,3102
LOC6585724,1055,806,993,1211,1882,782
LOC6585726,2669,2492,2394,6660,9249,4809
LOC6585727,8,10,4,14,32,8
LOC6585728,251,197,251,271,448,178
LOC6585729,1033,797,1030,1365,2296,788
LOC6585730,22,22,21,77,123,70
LOC6585731,30,32,26,148,251,73
LOC6585732,74,52,66,55,85,30
LOC6585733,88,74,120,53,104,43
LOC6585735,151,119,160,478,712,362
LOC6585737,49221,38532,50814,39829,68828,21720
LOC6585739,31,46,27,119,142,97
LOC6585740,430,344,438,304,466,223
LOC6585742,4292,4173,3849,24879,34102,16605
LOC6585746,1252,1063,1285,2046,3443,1466
LOC6585747,602,467,538,780,1199,569
LOC6585750,37,35,35,29,40,13
LOC6585751,26,22,36,28,46,21
LOC6585752,305,322,292,546,757,308
LOC6585757,173,118,156,65,111,47
LOC6585760,1664,1324,1697,3252,4990,2387
LOC6585777,37365,35291,37723,18505,28879,13679
LOC6585778,3756,3492,4210,5064,7579,3637
LOC6585784,4854,3997,4913,8404,13000,6699
LOC6585787,19385,16144,19040,16646,26758,12802
LOC6585790,1942,1835,1915,3702,5805,2935
LOC6585797,1662,1519,1709,2260,3479,1684
LOC6585802,5593,4936,5371,14563,23364,11055
LOC6585805,92100,83961,89701,37375,61875,27611
LOC6585808,24345,18616,24024,15762,28563,10494
LOC6585809,20439,14945,21139,21346,35426,12740
LOC6585810,5604,4831,5886,7766,12318,5676
LOC6585816,11031,9418,10786,17959,28213,13318
LOC6585823,963,727,1084,1601,2517,1058
LOC6585836,3280,2411,3491,5562,8456,3887
LOC6585859,242,236,309,211,296,203
LOC6585874,805,751,928,667,1210,596
LOC6585875,3222,2560,3327,4061,6450,3142
LOC6585879,133,140,138,729,998,420
LOC6585881,141,101,121,126,127,27
LOC6585883,279,315,251,1379,1902,803
LOC6585884,2126,1698,2110,1096,1571,569
LOC6585885,852,622,866,1410,2093,799
LOC6585886,350,243,315,533,783,391
LOC6585887,709,487,584,1168,1796,710
LOC6585889,4,8,7,22,30,20
LOC6585890,392,362,379,589,818,408
LOC6585892,403,326,347,554,860,367
LOC6585893,824,646,812,1308,2195,956
LOC6585894,435,283,382,595,825,325
LOC6585895,402,355,394,411,644,256
LOC6585896,486,459,563,835,1373,605
LOC6585897,198,196,252,392,635,313
LOC6585898,273,228,287,284,479,252
LOC6585899,81,61,53,178,301,143
LOC6585901,3219,2549,3206,1503,2715,1106
LOC6585902,1356,1178,1159,2170,3273,1492
LOC6585903,32742,25607,34283,28561,50211,19793
LOC6585904,267,218,340,431,722,264
LOC6585905,186,153,205,404,633,250
LOC6585906,208,189,237,910,1273,471
LOC6585907,346,319,301,597,919,384
LOC6585908,283,276,261,760,1092,554
LOC6585909,391,237,361,391,604,212
LOC6585910,1894,1507,1756,1645,2575,1206
LOC6585911,734,620,576,989,1768,728
LOC6585913,863,767,792,1786,2782,1226
LOC6585914,1259,1012,1214,1565,2507,1251
LOC6585915,672,523,552,1293,1873,959
LOC6585916,236,235,190,1132,1433,556
LOC6585917,19,18,18,36,62,15
LOC6585918,787,573,713,574,1048,440
LOC6585919,414,327,511,501,756,289
LOC6585923,11,11,5,35,48,20
LOC6585928,306,276,298,216,380,124
LOC6585929,1609,1435,1520,2435,3854,1992
LOC6585930,691,510,682,1068,1737,632
LOC6585933,2825,2343,2636,4955,7804,3389
LOC6585934,472,328,443,601,797,276
LOC6585935,403,250,457,529,789,309
LOC6585936,641,505,587,387,712,276
LOC6585937,1291,989,1262,1434,2236,848
LOC6585939,2495,1725,2464,2785,4096,2212
LOC6585940,19129,15983,19250,15343,25286,11417
LOC6585941,612,519,589,480,949,380
LOC6585942,700,541,794,489,945,404
LOC6585943,755,712,662,1732,2930,1157
LOC6585944,1009,895,847,1561,1939,934
LOC6585947,32499,24449,34291,30592,45329,16329
LOC6585949,600,497,580,856,1405,639
LOC6585950,909,866,895,1365,2269,1011
LOC6585952,245,168,211,613,805,347
LOC6585953,501,406,583,491,719,359
LOC6585954,878,643,873,2303,3914,1648
LOC6585956,991,888,923,1698,2571,1119
LOC6585958,1730,1379,1630,2576,4369,1965
LOC6585959,259,225,311,875,1253,582
LOC6585960,1826,1590,1605,3767,5982,2673
LOC6585962,349,311,341,552,873,394
LOC6585963,253,194,263,473,767,344
LOC6585964,184,174,162,269,390,161
LOC6585966,0,0,0,9,4,1
LOC6585970,22290,15952,22974,23005,32475,11961
LOC6585971,336,274,327,799,1134,627
LOC6585972,9354,7291,8720,27096,41722,21153
LOC6585974,273,218,265,107,177,81
LOC6585976,153,152,189,210,309,132
LOC6585977,83,55,79,119,188,109
LOC6585978,500,393,505,812,1291,556
LOC6585979,43841,36282,40976,44245,65695,27231
LOC6585980,1455,1172,1271,1745,2631,997
LOC6585981,440,353,352,1012,1542,604
LOC6585982,491,330,473,779,1139,515
LOC6585983,170,150,167,124,203,86
LOC6585984,1638,1337,1618,541,931,357
LOC6585985,54,67,62,627,1067,479
LOC6585988,7608,5989,6461,10866,16187,5774
LOC6585989,34,32,29,52,80,32
LOC6585990,71361,55179,70803,12742,25045,8206
LOC6585991,94116,71208,91440,23795,45645,15666
LOC6585992,1115,826,1143,195,265,101
LOC6585993,5,5,10,12,18,7
LOC6585994,60,38,60,165,220,88
LOC6585995,14,14,14,26,36,21
LOC6585996,120,109,120,347,344,102
LOC6585998,2305,1849,2383,588,1033,384
LOC6586003,898,658,919,835,1458,628
LOC6586004,2148,1848,2248,3457,5377,2436
LOC6586006,423,257,434,477,866,348
LOC6586007,762,655,700,1388,2171,933
LOC6586008,2723,2486,2420,5208,8262,3536
LOC6586009,14,11,6,44,48,26
LOC6586010,85,58,67,156,149,40
LOC6586014,533,482,533,749,1122,446
LOC6586015,234,175,180,266,378,127
LOC6586017,3,1,2,3,4,0
LOC6586020,199,168,194,200,255,105
LOC6586022,1855,1447,1680,3965,5903,2967
LOC6586023,1214,982,1220,1230,1997,689
LOC6586024,224,161,231,776,1101,439
LOC6586025,303,240,281,499,795,325
LOC6586026,105,114,163,171,298,171
LOC6586027,756,600,816,2188,3233,1382
LOC6586028,174,175,167,371,555,269
LOC6586029,3742,2962,3718,2433,3990,1566
LOC6586030,814,658,847,1393,2091,926
LOC6586036,204,155,193,105,201,74
LOC6586038,436,352,384,1248,1949,988
LOC6586041,304,257,284,411,590,222
LOC6586044,872,740,839,665,1032,418
LOC6586050,1050,886,895,2070,2356,883
LOC6586051,2,0,1,0,2,2
LOC6586052,19,15,13,62,70,18
LOC6586054,3,9,8,10,17,2
LOC6586055,0,0,0,0,0,0
LOC6586056,0,3,0,0,0,0
LOC6586058,0,0,0,0,1,0
LOC6586060,686,512,657,831,1022,346
LOC6586061,394,329,315,1031,1484,590
LOC6586067,0,0,0,0,1,0
LOC6586070,67,58,58,246,355,128
LOC6586071,1218,1079,972,2546,3836,1667
LOC6586074,724,568,794,1158,1952,896
LOC6586084,408,433,399,894,1168,523
LOC6586086,39,24,47,26,43,14
LOC6586087,608,499,532,1480,2374,967
LOC6586089,648,556,656,392,619,235
LOC6586090,400,352,371,880,1243,580
LOC6586091,1258,1097,1197,2420,3599,1529
LOC6586092,46,22,19,58,96,42
LOC6586094,682,599,657,940,1393,682
LOC6586095,395,314,386,287,452,195
LOC6586100,69,57,67,198,202,56
LOC6586101,175,171,191,247,415,174
LOC6586102,215,186,218,44,78,27
LOC6586110,33,29,45,59,109,25
LOC6586113,654,533,615,1869,2759,1382
LOC6586115,219,179,196,240,374,182
LOC6586116,1047,620,1068,1221,1406,579
LOC6586117,793,574,713,1311,2038,847
LOC6586118,344,287,318,534,732,259
LOC6586119,3,10,5,35,49,17
LOC6586124,0,1,0,2,1,0
LOC6586127,70,26,45,135,188,75
LOC6586128,1492,1122,1344,1401,2336,957
LOC6586129,466,340,443,404,676,271
LOC6586130,20317,15801,21617,22879,35408,13917
LOC6586133,239,240,187,232,331,167
LOC6586134,413,338,374,295,440,202
LOC6586135,840,725,633,3196,4303,1667
LOC6586136,281,304,235,1261,1913,812
LOC6586137,0,2,0,1,1,0
LOC6586138,143,174,142,386,468,171
LOC6586145,49,23,63,286,256,97
LOC6586147,996,797,977,1659,2902,1274
LOC6586148,4014,3144,3933,4681,7313,3038
LOC6586149,5391,4480,5786,7065,11797,5276
LOC6586150,1733,1415,1816,2279,3621,1678
LOC6586151,349,322,406,703,1146,495
LOC6586152,2761,2110,2457,2388,4106,1633
LOC6586153,2060,1818,2086,5578,7873,3790
LOC6586154,2518,1841,2519,3346,5518,2163
LOC6586155,2640,2256,2540,3235,5162,2284
LOC6586156,208,134,148,237,419,179
LOC6586157,404,281,424,151,247,57
LOC6586158,117,84,102,255,317,139
LOC6586159,39,32,49,71,68,35
LOC6586160,151,111,143,187,265,106
LOC6586161,48,33,47,89,126,52
LOC6586162,1666,1308,1713,2804,3880,1304
LOC6586163,42,29,51,72,104,35
LOC6586164,46,25,45,27,38,19
LOC6586179,781,600,716,992,1580,718
LOC6586180,186,181,235,211,248,102
LOC6586181,1,0,0,6,22,9
LOC6586182,6191,4894,5987,8826,13062,4954
LOC6586183,2039,1749,1778,2379,3762,1258
LOC6586184,1338,1170,1140,4766,6768,2986
LOC6586185,136,123,126,74,105,35
LOC6586186,140,77,100,59,85,40
LOC6586199,182,181,190,197,316,122
LOC6586200,802,585,756,476,711,283
LOC6586203,116,78,84,245,358,147
LOC6586205,1028,751,943,1312,2178,829
LOC6586206,641,432,596,1010,1514,693
LOC6586207,1551,1482,1501,2061,3380,1657
LOC6586210,860,681,829,821,1267,516
LOC6586211,510,404,429,680,1072,464
LOC6586213,633,492,558,710,1126,516
LOC6586214,387,356,383,611,920,393
LOC6586226,1,6,1,21,41,12
LOC6586229,2971,2338,3079,2842,4864,1949
LOC6586230,527,378,534,722,1159,422
LOC6586237,125,81,108,36,56,30
LOC6586248,675,519,706,369,616,302
LOC6586249,660,524,624,448,717,255
LOC6586251,536,434,595,1713,2673,1088
LOC6586253,7101,5080,7267,3545,5711,1992
LOC6586254,583,493,583,973,1621,626
LOC6586258,1279,1023,1120,1925,3098,1313
LOC6586259,384,333,412,1573,1819,695
LOC6586260,836,670,952,1490,2366,1035
LOC6586261,1002,779,946,1301,1843,1095
LOC6586262,1093,894,1195,1244,2166,924
LOC6586263,6898,5624,6738,13633,22469,10330
LOC6586269,123,104,109,52,85,44
LOC6586288,358,340,402,1394,2059,920
LOC6586295,520,441,607,370,630,283
LOC6586296,1140,841,1113,1790,2828,1179
LOC6586300,498,411,575,1404,2104,1037
LOC6586302,2854,2406,2743,4298,6955,3139
LOC6586305,1196,980,1317,2217,3736,1659
LOC6586318,654,441,579,493,735,338
LOC6586327,77445,55637,79594,86557,146963,56348
LOC6586328,75,44,47,27,39,18
LOC6586339,2093,1716,2078,3823,6006,2771
LOC6586340,871,842,949,1573,2549,1154
LOC6586341,1046,886,1041,2668,4005,2072
LOC6586342,831,649,805,933,1532,717
LOC6586345,4262,3141,4009,2069,3386,1348
LOC6586346,3514,2791,3746,4570,8152,3216
LOC6586347,244,179,302,689,1018,583
LOC6586348,748,629,754,1118,1962,827
LOC6586351,19920,15057,20282,1063,1872,690
LOC6586353,7,13,7,61,71,45
LOC6586354,586,487,656,1278,1938,799
LOC6586355,50292,36577,48973,1234,2139,736
LOC6586356,40875,30256,40315,18932,33878,14266
LOC6586358,51014,36865,47896,29,117,76
LOC6586359,34033,26700,35179,66,88,15
LOC6586362,88210,65817,87335,67936,116678,51422
LOC6586363,264637,191265,248993,108864,200857,68878
LOC6586364,1,1,1,0,1,0
LOC6586365,45,52,38,86,127,56
LOC6586366,78,59,83,168,251,100
LOC6586367,212,146,190,380,587,283
LOC6586368,1191,997,1134,1461,2336,1251
LOC6586369,6,5,7,7,4,3
LOC6586370,1693,1296,1533,2938,4431,2241
LOC6586371,1318,1315,1176,3585,5670,2624
LOC6586372,2168,1752,2025,4603,7183,3690
LOC6586374,872,644,909,1463,2285,1064
LOC6586375,5364,4061,5347,7205,12129,5351
LOC6586376,590,506,603,456,881,373
LOC6586377,6212,5173,6835,4744,7585,3156
LOC6586378,865,817,945,1063,1721,774
LOC6586379,394,279,371,580,825,353
LOC6586380,527,413,636,274,391,197
LOC6586381,1932,1562,1934,2225,3663,1568
LOC6586382,1428,1306,1414,3215,5270,2230
LOC6586383,5200,4262,5004,5497,9150,3950
LOC6586384,2561,2048,2639,3296,5247,2544
LOC6586385,3532,2807,3413,4866,7600,3263
LOC6586386,2171,1802,2075,2929,4906,2175
LOC6586388,131,128,185,232,341,177
LOC6586389,168,102,195,44,81,23
LOC6586390,149,124,130,637,872,376
LOC6586392,145,121,147,101,194,60
LOC6586393,341,270,357,142,218,111
LOC6586394,857,614,922,283,444,184
LOC6586395,201,186,203,91,148,76
LOC6586396,94,61,68,183,274,125
LOC6586398,1429,1120,1247,1781,2759,1259
LOC6586399,1492,1258,1338,2038,3275,1279
LOC6586400,273,188,228,1230,1639,657
LOC6586401,328,219,287,170,160,71
LOC6586403,1139,1053,1041,3014,3836,1568
LOC6586404,160,146,154,168,247,106
LOC6586405,458,385,475,138,283,103
LOC6586407,94,70,84,205,300,115
LOC6586412,1328,1179,1244,2889,4369,1704
LOC6586413,180,147,185,70,95,33
LOC6586414,333,237,265,782,1028,389
LOC6586415,439,353,355,690,857,353
LOC6586418,4395,3439,4463,6383,10843,4856
LOC6586419,1206,959,1169,973,1758,754
LOC6586421,2368,1856,2289,2000,3331,1318
LOC6586425,18,18,16,23,54,14
LOC6586428,137,88,142,104,166,102
LOC6586432,21,15,14,31,38,9
LOC6586434,171,164,192,125,223,82
LOC6586436,1070,891,936,2973,4176,1473
LOC6586438,322,245,321,293,514,223
LOC6586439,477,335,474,470,853,377
LOC6586440,2687,1936,2537,2064,3558,1543
LOC6586445,1711,1127,1928,1282,1701,388
LOC6586446,2377,1639,2420,606,820,186
LOC6586447,852,584,824,171,250,52
LOC6586449,280,219,227,791,1047,368
LOC6586450,1949,1444,1936,3926,4737,1091
LOC6586451,43704,30948,41813,7544,8452,2546
LOC6586452,2222,1762,2049,2924,4737,1960
LOC6586455,2439,1900,2608,2880,4689,1984
LOC6586456,1927,1621,1810,2248,3676,1539
LOC6586457,347,317,327,575,921,329
LOC6586458,501,403,480,1062,1401,629
LOC6586459,1756,1382,1856,3091,4628,1746
LOC6586460,795,666,680,790,1296,491
LOC6586461,759,633,805,298,448,168
LOC6586462,1247,1107,1291,2426,3834,1786
LOC6586463,135,120,135,310,503,193
LOC6586465,44,46,61,33,51,30
LOC6586467,114,114,121,105,142,48
LOC6586469,241,168,292,259,167,68
LOC6586470,1309,1079,1269,872,1369,531
LOC6586471,96,88,91,126,158,59
